NR. CRT.,VIN,DATA INTRARE VO,TIP AUTOVEHICUL,MARCA,MODEL,VERSIUNE,CULOARE,AN FABRICATIE,KM,CAPACITATE CILINDRICA,PUTERE,DATA PRIMEI INMATRICULARI,FURNIZOR,PROVENIENTA,Tip,LOCATIA,PRET CUMPARARE HT LEI,PRET EVALUARE TTC EURO,Data validare pret evaluare,REZERVARI,NR NIR,OBSERVATII,Serie caroserie,Nr inmatriculare vehicul,Discount,VANZARE,Curs ? Dacia,Pret vanzare lei TTC,Pret vanzare lei HT,tva,Data aviz plata,Nr factura,Data factura,Nume cumparator,Conditie interioara,Conditie exterioara,Pret evaluare DVS (TVA inclus),Pret evaluare Retail (TVA inclus),Pret Trade-in (TVA inclus),Stare,Data evaluare,FREVO,Data final garantie,Data actuala,Zile ramase garantie,Rate facturate,Perioada contract,CIV,IESIRE ROL,LIVRATE LA CLIENT,DATA OFERTA ANGAJATI,Data evaluare,Zile stoc / data evaluare,Zile stoc / data intrare,Viteza rotatie
4,UU1DBG006LU002710,26/05/2023,AUTOTURISM,DACIA,SPRING,BUSINESS STEP1 DT,MOTON SILVER,2020,3525,ELECTRIC,45,6/24/2021,RCI FINANTARE ROMANIA,EXTERNA,LO,PARC AMAT,"40,911.09 lei",,,DACOSERV SELECTION SRL,,"ROATA DE REZERVA, BATERIE, INCARCARE RAPIDA",U002710,B110VHP,#DIV/0!,"8,150.00 ?",5.0016 lei,"40,763.04 lei","34,254.66 lei","6,508.38 lei",2/3/2025,RCRF4005604VO,2/3/2025,DACOSERV SELECTION SRL,BUNA,"AC NEFUNCTIONAL, LIPSA MAPA MANUALE+PLO+COVORASE, REVIZIE CONFORM ICM 3523KM/05.2022",11500,N/A,N/A,F BUNA,02-09-2022/OV,,5/30/2024,10/22/2025,-510,-,-,CIV,,,-,02-09-2022,-471,880,619
5,UU1DBG006LU002643,26/05/2023,AUTOTURISM,DACIA,SPRING,BUSINESS STEP1 DT,MOTON SILVER,2020,5981,ELECTRIC,45,6/24/2021,RCI FINANTARE ROMANIA,EXTERNA,LO,PARC AMAT,"40,911.09 lei",,,DACOSERV SELECTION SRL,,"ROATA DE REZERVA, BATERIE, INCARCARE RAPIDA",U002643,B110VMN,#DIV/0!,"8,150.00 ?",5.0016 lei,"40,763.04 lei","34,254.66 lei","6,508.38 lei",2/3/2025,RCRF4005605VO,2/3/2025,DACOSERV SELECTION SRL,BUNA,"CAPACE ROTI STANGA ZGARIATE, INFUNDAT USOR USA FATA DREAPTA 2CM, LIPSA CARNET GARANTIE+REVIZIE AN",11500,N/A,N/A,F BUNA,02-09-2022/OV,100,5/30/2024,10/22/2025,-510,-,-,CIV,,,-,02-09-2022,-471,880,619
6,SJNTAAJ12U1179722,15/03/2024,AUTOTURISM,NISSAN,QASHQAI,PACK N-CONNECTA 12,GRI CERAMIC,2022,41207,1332,160,3/29/2023,RCI FINANTARE ROMANIA,RCI,VS,PARC MAVEXIM GAESTI,"24,524.47 ?","26,000.00 ?",4/12/2024,DACOSERV SELECTION SRL,-,1.3L HP M/T 2WD PACK N-CONNECTA 12,1179722,B117CXY,9.62%,"23,500.00 ?",4.9759 lei,"116,933.65 lei","98,263.57 lei","18,670.08 lei",1/30/2024,30453892,2/5/2025,DACOSERV SELECTION SRL,ZGARIAT INTERIOR HAION,"ZGARIAT CAPAC OGLINDA DR, CARTE SERVICE 29541KM (11.2023)",26000,26494,24605,F BUNA,05.04.2024/RS,,3/7/2026,10/22/2025,136,10,36,CIV,,,4/24/2024,05.04.2024,#VALUE!,586,327
7,UU1DJF00072702334,04/10/2024,AUTOTURISM,DACIA,JOGGER 7L,EXTREME+ ECO-G,ARCTIC WHITE,2024,4928,999,90,7/3/2024,RCI FINANTARE ROMANIA,RCI,VS,PARC MAVEXIM GAESTI,"15,126.05 ?","18,500.00 ?",10/29/2024,DACOSERV SELECTION SRL,,7 LOC GPL,2702334,B121PUW,2.70%,"18,000.00 ?",4.9759 lei,"89,566.20 lei","75,265.71 lei","14,300.49 lei",1/30/2024,30453893,2/5/2025,DACOSERV SELECTION SRL,INTERIOR MURDAR-NECESAR IGIENIZARE,F BUNA,18500,N/A,N/A,F BUNA,22.10.2024/RS,100,12/06/2027,10/22/2025,598,2,36,CIV,,,11/4/2024,22.10.2024,#VALUE!,383,124
8,VF1HJD40967425250,22/10/2024,AUTOTURISM,DACIA,DUSTER,SL BLUELINE,BLUE IRON,2021,108153,1461,115,5/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC MAVEXIM GAESTI,"9,047.26 ?","12,454.00 ?",12/20/2024,DACOSERV SELECTION SRL,,"4WD, SCAUNE INCALZITE, SENZORI PARCARE SPATE, CAMERA VIDEO PARCARE,
RTFIT",7425250,B110KUX,-18.03%,"14,700.00 ?",4.9759 lei,"73,145.73 lei","61,467.00 lei","11,678.73 lei",1/30/2024,30453894,2/5/2025,DACOSERV SELECTION SRL,,"Aripa Fata stƒnga Cu zgƒrieturi (Informativ), Pneu Fata stƒnga Uzat (?nlocuire), Capota Fata Vopsea s?rit? (Informativ), Aripa Fata dreapta Cu zgƒrieturi (Informativ), Pneu Fata dreapta Uzat (?nlocuire), Usa Fata dreapta Cu adƒncituri (Informativ), Mƒner usa exterior Fata dreapta Cu zgƒrieturi (Informativ), Stalp caroserie Dreapta Cu zgƒrieturi (Repara?ie), Usa Spate dreapta Cu zgƒrieturi (Informativ), Aripa Spate dreapta Cu adƒncituri (Informativ), Pneu Spate dreapta Uzat (?nlocuire), Bara de protectie Spate Cu zgƒrieturi (Informativ), Profil bara de protectie Spate Cu zgƒrieturi (Informativ), Hayon / portbagaj Spate Cu adƒncituri (Repara?ie), Aripa Spate stƒnga Cu zgƒrieturi (Informativ), Pneu Spate stƒnga Uzat (?nlocuire), Usa Spate stƒnga Cu zgƒrieturi (Informativ), Alte accesorii Interior P?tat (Cur??are), Captuseala plafon Interior Cu zgƒrieturi (Informativ), Carlig/Chinga Spate dreapta Lips? (?nlocuire), Carlig/Chinga Spate stƒnga Lips? (?nlocuire), Placa spate Spate Neconform (Informativ), Compartiment interior Spate dreapta Str?puns (Informativ), Compartiment interior Spate stƒnga Str?puns (Informativ), Auto poate fi condus.A/C functional.Ornamente plastic interior usor zgariate.Auto prezinta multiple zgarieturi superficiale. Revizie 24.09.2024/106582km",,12454,12198,BUNA,13.12.2024/DK,,-,10/22/2025,#VALUE!,39,42,CIV,,,-,13.12.2024,#VALUE!,365,106
9,VF1HJD40467329364,22/10/2024,AUTOTURISM,DACIA,DUSTER,SL BLUELINE,BLUE IRON,2021,54133,1461,115,5/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC MAVEXIM GAESTI,"9,094.14 ?","13,604.00 ?",12/20/2024,DACOSERV SELECTION SRL,,"4WD, AER CONDITIONAT AUTOMAT, SENZORI PARCARE SPATE, CAMERA VIDEO
PARCARE, RTFIT",7329364,B110KJR,-16.14%,"15,800.00 ?",4.9759 lei,"78,619.22 lei","66,066.57 lei","12,552.65 lei",1/30/2024,30453895,2/5/2025,DACOSERV SELECTION SRL,,"Usa Fata stƒnga Cu zgƒrieturi (Informativ), Bara de protectie Fata Cu zgƒrieturi (Informativ), Parbriz Fata Cu zgƒrieturi (Informativ), Aripa Fata dreapta Cu zgƒrieturi (Informativ), Usa Fata dreapta Cu zgƒrieturi (Informativ), Prag Dreapta Cu zgƒrieturi (Informativ), Usa Spate dreapta Cu zgƒrieturi (Informativ), Aripa Spate dreapta Cu adƒncituri (Informativ), Bara de protectie Spate Cu zgƒrieturi (Informativ), Profil bara de protectie Spate Cu zgƒrieturi (Informativ), Aripa Spate stƒnga Cu zgƒrieturi (Informativ), Alte accesorii Interior P?tat (Cur??are), Garnisaj hayon sau portbagaj Spate Cu zgƒrieturi (Informativ), Compartiment interior Spate dreapta Str?puns (Informativ), Compartiment interior Spate stƒnga Str?puns (Informativ), Placa spate Spate Neconform (Informativ), Revizie 12.07.2024/47155km",,13604,15117,BUNA,13.12.2024/DK,,-,10/22/2025,#VALUE!,39,42,CIV,,,-,13.12.2024,#VALUE!,365,106
10,VF1RFK00072827026,19/11/2024,AUTOTURISM,RENAULT,KANGOO VAN,L1,ALB MINERAL,2024,5549,1461,75,6/26/2024,RCI FINANTARE ROMANIA,RCI,VS,PARC AMAT,"15,520.75 ?","20,245.00 ?",12/22/2024,DACOSERV SELECTION SRL,,"RRCAM, MET04, NA41A, NBIDY, VPR27",2827026,B121JTB,7.88%,"18,650.50 ?",4.9759 lei,"92,803.02 lei","77,985.73 lei","14,817.29 lei",1/30/2024,30453896,2/5/2025,DACOSERV SELECTION SRL,,"Usa Fata dreapta Cu zgƒrieturi (Informativ), Usa Spate dreapta Cu zgƒrieturi (Repara?ie), Stalp caroserie Dreapta Cu zgƒrieturi (Informativ), Usa Spate dreapta Cu zgƒrieturi (Repara?ie), Usa Spate stƒnga Cu zgƒrieturi (Repara?ie)",,20245,19582,BUNA,15.12.2024/DK,,5/16/2026,10/22/2025,206,3,36,CIV,,,,15.12.2024,#VALUE!,337,78
11,VF1HJD20670068218,19/11/2024,AUTOTURISM,DACIA,DUSTER II F.2,PRESTIGE PLUS ECO-G,ARIZONA ORANGE,2022,79416,999,90,12/8/2022,RCI FINANTARE ROMANIA,RCI,VS,PARC AMAT,"10,951.55 ?","13,222.00 ?",12/20/2024,DACOSERV SELECTION SRL,,"2WD, STANDARD",0068218,B116AYJ,-0.22%,"13,250.50 ?",4.9759 lei,"65,933.16 lei","55,406.02 lei","10,527.14 lei",1/30/2024,30453897,2/5/2025,DACOSERV SELECTION SRL,,"Usa Fata stƒnga Cu zgƒrieturi (Informativ), Bara de protectie Fata Cu zgƒrieturi (Repara?ie), Rama far de cea?? Fata stƒnga Cu zgƒrieturi (Informativ), Capota Fata Vopsea s?rit? (Informativ), Parbriz Fata Str?puns (Informativ), Aripa Spate dreapta Cu adƒncituri (Informativ), Ornament plastic usa Spate Cu zgƒrieturi (Repara?ie), Hayon / portbagaj Spate Cu zgƒrieturi (Repara?ie), Aripa Spate stƒnga Cu adƒncituri (Repara?ie), Revizie 24.05.2024/58620km",,13222,12682,BUNA,13.12.2024/DK,,10/30/2025,10/22/2025,8,23,36,CIV,,,-,13.12.2024,#VALUE!,337,78
12,VF1RHN00671411127,28/11/2024,AUTOTURISM,RENAULT,AUSTRAL,ICONIC ESPRIT,BITON YUY,2023,17840,1332,160,7/4/2023,RCI FINANTARE ROMANIA,RCI,VS,PARC AMAT,"25,516.75 ?","31,354.00 ?",12/22/2024,DACOSERV SELECTION SRL,,"2BCOL, ADB00, HTWSN, HUDIS, PCV0G, TPTY0, WICH0, NTLUG",1411127,B121UVD,3.04%,"30,400.00 ?",4.9759 lei,"151,267.36 lei","127,115.43 lei","24,151.93 lei",1/30/2024,30453898,2/5/2025,DACOSERV SELECTION SRL,,"Bara de protectie Fata Cu zgƒrieturi (Informativ), Revizie 08.07.2024/16476km",,31354,28924,BUNA,15.12.2024/DK,,7/19/2026,10/22/2025,270,14,36,CIV,,,,15.12.2024,#VALUE!,328,69
13,VF1RFB00067654383,28/11/2024,AUTOTURISM,RENAULT,MEGANE SEDAN,INTENS,ALB GLACIER,2021,71874,1332,140,6/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC AMAT,"7,921.77 ?","14,475.00 ?",12/22/2024,DACOSERV SELECTION SRL,,SCAUN SOFER CU INCALZIRE,7654383,B110WEH,3.97%,"13,900.00 ?",4.9759 lei,"69,165.01 lei","58,121.86 lei","11,043.15 lei",1/30/2024,30453899,2/5/2025,DACOSERV SELECTION SRL,,"Bara de protectie Fata Perforat (?nlocuire), Capota Fata Vopsea s?rit? (Informativ), Mƒner usa exterior Fata dreapta Cu zgƒrieturi (Informativ), Revizie 22.05.2024/59796km",,14475,13791,BUNA,15.12.2024/DK,,-,10/22/2025,#VALUE!,39,42,CIV,,,-,15.12.2024,#VALUE!,328,69
14,UU1DJF00069678607,19/03/2024,AUTOTURISM,DACIA,SANDERO III,STEPWAY COMFORT,ATACAMA ORANGE,2022,16223,999,90,6/7/2023,RCI FINANTARE ROMANIA,RCI,VOC,PARC MAVEXIM GAESTI,"10,641.32 ?",,4/5/2024,,-,"SCAUNE INCALZITE, AER CONDITIONAT AUTOMAT, PACHET CONFORT 1, PACK, TCHT0",9678607,B117UKL,#DIV/0!,"12,000.00 ?",4.9761 lei,"59,713.20 lei","50,179.16 lei","9,534.04 lei",1/31/2024,30453900,2/5/2025,AUTORAVENNA MOTOR SRL,,"Capota Fata Cu zgƒrieturi (Repara?ie) , Aripa Spate stƒnga Cu zgƒrieturi (Repara?ie), Necesar revizie 1an",12700,12447,N/A,BUNA,26.03.2024/DK,526,5/21/2026,10/22/2025,211,8,18,CIV,,,-,26.03.2024,#VALUE!,582,323
15,UU1DJF00770062988,19/03/2024,AUTOTURISM,DACIA,SANDERO III,STEPWAY COMFORT,ATACAMA ORANGE,2022,19555,999,90,6/6/2023,RCI FINANTARE ROMANIA,RCI,VOC,PARC MAVEXIM GAESTI,"10,541.34 ?",,4/5/2024,,-,"AER CONDITIONAT AUTOMAT, PACHET CONFORT 1, PACK, AFISAJ TFT 4,2'",0062988,B117UDX,#DIV/0!,"12,000.00 ?",4.9761 lei,"59,713.20 lei","50,179.16 lei","9,534.04 lei",1/31/2024,30453901,2/5/2025,AUTORAVENNA MOTOR SRL,,"Usa Fata stƒnga Marcat cu autocolant (Eliminare autocolante) , Bara de protectie Fata Cu zgƒrieturi (Repara?ie) , Capota Fata Cu zgƒrieturi (Repara?ie) , Usa Fata dreapta Marcat cu autocolant (Eliminare autocolante) , Bloc optic spate (arip?) Spate dreapta Cu zgƒrieturi (Polisare) , Hayon / portbagaj Spate Marcat cu autocolant (Eliminare autocolante) , Garnisaj portbagaj interior Spate dreapta Perforat (?nlocuire), Necesar revizie 1an",12700,13157,N/A,BUNA,26.03.2024/DK,647,5/21/2026,10/22/2025,211,8,18,CIV,,,-,26.03.2024,#VALUE!,582,323
16,UU1DJF00070063027,04/04/2024,AUTOTURISM,DACIA,SANDERO III ,STEPWAY COMFORT,ATACAMA ORANGE,2022,13397,999,90,6/7/2023,RCI FINANTARE ROMANIA,RCI,VOC,PARC MAVEXIM GAESTI,"10,541.34 ?",,7/31/2024,,-,"AER CONDITIONAT AUTOMAT, PACHET CONFORT 1, PACK, AFISAJ TFT 4,2'",0063027,B117UTK,#DIV/0!,"12,000.00 ?",4.9761 lei,"59,713.20 lei","50,179.16 lei","9,534.04 lei",1/31/2024,30453902,2/5/2025,AUTORAVENNA MOTOR SRL,km introdusi gresit in icm,"Cu zgƒrieturi Parbriz Fata (Informativ) , Marcat cu autocolant Usa Fata dreapta (Eliminare autocolante) , Cu zgƒrieturi Panou spate Spate (Repara?ie), Necesar revizie 1an",,10058,N/A,BUNA,24.07.2024/DK,136,21/05/2026,10/22/2025,211,8,18,CIV,,,-,24.07.2024,#VALUE!,566,307
17,UU1DJF00169661542,04/04/2024,AUTOTURISM,DACIA,SANDERO III ,STEPWAY COMFORT,ATACAMA ORANGE,2022,16552,999,90,6/7/2023,RCI FINANTARE ROMANIA,RCI,VOC,PARC MAVEXIM GAESTI,"9,974.59 ?",,7/31/2024,,-,"AFISAJ TFT 4,2', TCHT0",9661542,B117UKT,#DIV/0!,"11,400.00 ?",4.9761 lei,"56,727.54 lei","47,670.20 lei","9,057.34 lei",1/31/2024,30453903,2/5/2025,AUTORAVENNA MOTOR SRL,km introdusi gresit in icm,"Cu zgƒrieturi Aripa Fata stƒnga (Polisare) , Str?puns Spoiler Fata (?nlocuire) , Cu zgƒrieturi Profil bara de protectie Fata (Repara?ie) , Vopsea s?rit? Capota Fata (Informativ) , Cu zgƒrieturi Usa Fata dreapta (Informativ) , Cu zgƒrieturi Usa Spate dreapta (Repara?ie) , Ars Perna textila scaun Fata stƒnga (?nlocuire) , Ars Captuseala plafon Fata stƒnga (?nlocuire) , Ars Parasolar Fata stƒnga (Informativ) , Ars Garnisaj usi Fata dreapta (?nlocuire) , P?tat Perna textila scaun Spate (Cur??are), Necesar revizie 1an",,9740,N/A,BUNA,24.07.2024/DK,1530,21/05/2026,10/22/2025,211,8,18,CIV,,,-,24.07.2024,#VALUE!,566,307
18,VF1HJD40067425217,19/09/2024,AUTOTURISM,DACIA,DUSTER,SL BLUELINE,GRIS HIGHLAND,2021,144615,1461,115,5/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC AMAT,"9,296.40 ?","13,802.00 ?",10/9/2024,,,"4WD, SCAUNE INCALZITE, SENZORI PARCARE SPATE, CAMERA VIDEO PARCARE",7425217,B110LGO,7.98%,"12,700.00 ?",4.9761 lei,"63,196.47 lei","53,106.28 lei","10,090.19 lei",1/31/2024,30453904,2/5/2025,AUTORAVENNA MOTOR SRL,,"Usa Fata stƒnga Vopsea s?rit? (Repara?ie), Carcasa oglinda retrovizoare Fata stƒnga Cu zgƒrieturi (Repara?ie), Jante din aliaj de 17? Fata stƒnga Cu zgƒrieturi (Informativ), Bara de protectie Fata Cu zgƒrieturi (Informativ), Profil bara de protectie Fata Cu zgƒrieturi (Informativ), Aripa Fata dreapta Cu zgƒrieturi (Informativ), Parbriz Fata Cu zgƒrieturi (Informativ), Usa Fata dreapta Cu zgƒrieturi (Informativ), Usa Spate dreapta Cu zgƒrieturi (Informativ), Aripa Spate dreapta Cu zgƒrieturi (Informativ), Jante din aliaj de 17? Spate dreapta Cu zgƒrieturi (Repara?ie), Aripa Spate stƒnga Cu zgƒrieturi (Informativ), Usa Spate stƒnga Cu zgƒrieturi (Informativ), Perna textila scaun Fata stƒnga P?tat (Cur??are), Perna textila scaun Fata dreapta P?tat (Cur??are), Perna textila scaun Spate P?tat (Cur??are), Compartiment interior Spate dreapta Str?puns (?nlocuire), Garnisaj usi Spate stƒnga Cu zgƒrieturi (Informativ), Alte accesorii Spate Neconform (Informativ), Bara fata si aripa stanga fata revopsite.Afisaj camera spate cu defectiuni.Revizie 04.01.2024/122832km",,13802,12638,BUNA,02.10.2024/DK,749, -,10/22/2025, -,37,42,CIV,,,-,02.10.2024,#VALUE!,398,139
19,VF1HJD40870197932,03/10/2024,AUTOTURISM,DACIA,DUSTER II F.2,JOURNEY+,LICHEN KAKI,2022,63305,1332,150,1/13/2023,RCI FINANTARE ROMANIA,RCI,VS,PARC SERUS CHIAJNA,"14,535.41 ?","18,500.00 ?",10/30/2024,,,4WD,0197932,B116JPN,5.54%,"17,475.00 ?",4.9761 lei,"86,957.35 lei","73,073.40 lei","13,883.95 lei",1/31/2024,30453905,2/5/2025,AUTORAVENNA MOTOR SRL,BUNA,"REVOPSIT BARA FATA+ARIPA FATA ST, INFUNDATURI+ZGARIETURI USOARE HAION+USA FATA DR, MICI PUNCTE VOPSEA SARITA CAPOTA, ZGARIAT USOR BARA FATA+ORNAMENT PRAG ST, ZGARIAT JANTA SPATE DR, CARTE SERVICE 60230KM (09.2024)",18500,19523,17241,BUNA,23.10.2024/RS,,22/12/2025,10/22/2025,61,19,36,CIV,,,11/4/2024,23.10.2024,#VALUE!,384,125
20,VF1HJD40767321923,22/10/2024,AUTOTURISM,DACIA,DUSTER,SL BLUELINE,GRIS HIGHLAND,2021,59452,1461,115,5/26/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC SERUS CHIAJNA,"9,808.54 ?","16,800.00 ?",11/29/2024,,,"4WD, AER CONDITIONAT AUTOMAT, SENZORI PARCARE SPATE, CAMERA VIDEO PARCARE, RTFIT",7321923,B110LIK,7.74%,"15,500.00 ?",4.9761 lei,"77,129.55 lei","64,814.75 lei","12,314.80 lei",1/31/2024,30453906,2/5/2025,AUTORAVENNA MOTOR SRL,"INTERIOR MURDAR-NECESAR IGIENIZARE, LIPSA SCRUMIERA","MICI PUNCTE VOPSEA SARITA CAPOTA+BARA FATA, CARTE SERVICE 59451KM (10.2024)",16800,15976,14162,F BUNA,22.11.2024/RS,100,-,10/22/2025, - ,34,36,CIV,,,-,22.11.2024,#VALUE!,365,106
21,VF1HJD40767322053,22/10/2024,AUTOTURISM,DACIA,DUSTER,SL BLUELINE,GRIS HIGHLAND,2021,35001,1461,115,5/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC MAVEXIM GAESTI,"9,359.60 ?","16,579.00 ?",12/23/2024,,,"4WD, SCAUNE INCALZITE, AER CONDITIONAT AUTOMAT, SENZORI PARCARE
SPATE, FUNCTIA MAINI LIBERE, CAMERA VIDEO PARCARE, RTFIT",7322053,B110KVW,5.91%,"15,600.00 ?",4.9761 lei,"77,627.16 lei","65,232.91 lei","12,394.25 lei",1/31/2024,30453907,2/5/2025,AUTORAVENNA MOTOR SRL,,"Capota Fata Vopsea s?rit? (Informativ), Hayon / portbagaj Spate Repara?ie incorect? (Informativ), Bara de protectie Spate Cu zgƒrieturi (Repara?ie), Aripa Spate stƒnga Repara?ie incorect? (Informativ), Usa Spate stƒnga Repara?ie incorect? (Informativ), Alte accesorii Interior P?tat (Cur??are), Carlig/Chinga Spate dreapta Lips? (?nlocuire), Carlig/Chinga Spate stƒnga Lips? (?nlocuire), Compartiment interior Spate dreapta Str?puns (Informativ), Placa spate Spate Neconform (Informativ), Compartiment interior Spate stƒnga Str?puns (Informativ), Panou spate Spate Repara?ie incorect? (Informativ), Alte accesorii Interior Cu zgƒrieturi (Informativ), A fost lovita in spate, Oala portbagaj reparata, Revopsit bara spate si haion si aripi spate, Revizie 22.04.2024/29710km",,16579,15278,MEDIE,16.12.2024/DK,,-,10/22/2025, - ,38,42,CIV,,,-,16.12.2024,#VALUE!,365,106
22,VF1HJD40467351073,22/10/2024,AUTOTURISM,DACIA,DUSTER,PRESTIGE,BLUE IRON,2021,56429,1461,115,5/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC MAVEXIM GAESTI,"9,555.25 ?","14,512.00 ?",12/23/2024,,,4WD,7351073,B110VWM,-7.50%,"15,600.00 ?",4.9761 lei,"77,627.16 lei","65,232.91 lei","12,394.25 lei",1/31/2024,30453908,2/5/2025,AUTORAVENNA MOTOR SRL,,"Usa Fata stƒnga Cu zgƒrieturi (Repara?ie), Pneu Fata stƒnga Uzat (?nlocuire), Capota Fata Vopsea s?rit? (Informativ), Parbriz Fata Cu zgƒrieturi (Informativ), Pneu Fata dreapta Uzat (?nlocuire), Aripa Spate dreapta Cu adƒncituri (Informativ), Aripa Spate stƒnga Cu zgƒrieturi (Informativ), Usa Spate stƒnga Cu zgƒrieturi (Informativ), Alte accesorii Interior P?tat (Cur??are), Compartiment interior Spate dreapta Str?puns (Informativ), Compartiment interior Spate stƒnga Str?puns (Informativ), Revizie 11.06.2024/48767km",,14512,13724,BUNA,16.12.2024/DK,,-,10/22/2025,#VALUE!,38,42,CIV,,,-,16.12.2024,#VALUE!,365,106
23,VF1HJD40867169635,22/10/2024,AUTOTURISM,DACIA,DUSTER,SL BLUELINE,GRI COMETE,2021,71582,1461,115,5/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC MAVEXIM GAESTI,"8,968.93 ?","14,808.00 ?",12/23/2024,,,"4WD, AER CONDITIONAT AUTOMAT, SENZORI PARCARE SPATE, CAMERA VIDEO
PARCARE, RTFIT",7169635,B110LAE,-4.00%,"15,400.00 ?",4.9761 lei,"76,631.94 lei","64,396.59 lei","12,235.35 lei",1/31/2024,30453909,2/5/2025,AUTORAVENNA MOTOR SRL,,"Usa Fata stƒnga Cu zgƒrieturi (Repara?ie), Pneu Fata stƒnga Uzat (?nlocuire), Bara de protectie Fata Cu zgƒrieturi (Informativ), Capota Fata Vopsea s?rit? (Informativ), Parbriz Fata Cu zgƒrieturi (Informativ), Usa Fata dreapta Cu zgƒrieturi (Informativ), Usa Spate dreapta Cu zgƒrieturi (Informativ), Aripa Spate dreapta Cu zgƒrieturi (Informativ), Bara de protectie Spate Repara?ie incorect? (Informativ), Aripa Spate stƒnga Cu zgƒrieturi (Informativ), Plafon Centrala Vopsea s?rit? (Informativ), Stalp caroserie Stƒnga Cu adƒncituri & Vops (Informativ), Alte accesorii Interior P?tat (Cur??are), Placa spate Spate Neconform (Informativ), Revopsit bara spate, Revizie 02.04.2024/60079km",,14808,13790,BUNA,16.12.2024/DK,,-,10/22/2025,#VALUE!,40,42,CIV,,,-,16.12.2024,#VALUE!,365,106
24,VF1HJD40367425289,22/10/2024,AUTOTURISM,DACIA,DUSTER,SL BLUELINE,GRIS HIGHLAND,2021,36650,1461,115,5/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC MAVEXIM GAESTI,"8,968.93 ?","16,603.00 ?",12/23/2024,,,"4WD, AER CONDITIONAT AUTOMAT, SENZORI PARCARE SPATE, CAMERA VIDEO
PARCARE, RTFIT",7425289,B110KXW,6.04%,"15,600.00 ?",4.9761 lei,"77,627.16 lei","65,232.91 lei","12,394.25 lei",1/31/2024,30453910,2/5/2025,AUTORAVENNA MOTOR SRL,,"Brat oglinda retrovizoare Fata stƒnga Perforat (?nlocuire), Profil bara de protectie Fata Cu zgƒrieturi (Informativ), Parbriz Fata Str?puns (Informativ), Usa Spate dreapta Cu zgƒrieturi (Informativ), Aripa Spate dreapta Cu adƒncituri (Informativ), Compartiment interior Spate dreapta Str?puns (Informativ), Placa spate Spate Neconform (Informativ), Revizie 05.07.2024/33670km",,16603,15256,BUNA,16.12.2024/DK,,-,10/22/2025,#VALUE!,40,42,CIV,,,-,16.12.2024,#VALUE!,365,106
25,UU1DJF00870296525,06/11/2024,AUTOTURISM,DACIA,JOGGER 7L,EXTREME HYBRID,CEDAR GREEN,2023,42401,1598,140,11/21/2023,RCI FINANTARE ROMANIA,RCI,LO,PARC AMAT,"19,579.60 ?","19,500.00 ?",11/17/2024,,,"HIBRID 7 LOCURI, SCAUNE INCALZITE, PACHET TECHNO, PACHET CITY",0296525,B119FBZ,3.08%,"18,900.00 ?",4.9761 lei,"94,048.29 lei","79,032.18 lei","15,016.11 lei",1/31/2024,30453911,2/5/2025,AUTORAVENNA MOTOR SRL,"INTERIOR F MURDAR-NECESAR IGIENIZARE, PREZENTA PAR ANIMAL IN PORTBAGAJ","ZGARIAT USOR AMBELE BARE, STOP ST CRAPAT, ANVELOPA FATA ST CIUPITA, ANVELOPA SPATE DR ONDULATA, LIPSA REVIZIE IN MANUAL, REVIZIE 29200KM (04.2024)-CONFORM ICM",19500,23269,20793,BUNA,07.11.2024/RS,300,8/28/2026,10/22/2025,310,11,36,,,,-,07.11.2024,#VALUE!,350,91
26,VF1HJD40671115559,03/10/2024,AUTOTURISM,DACIA,DUSTER II F.2,JOURNEY,LICHEN KAKI,2023,78280,1461,115,6/20/2023,RCI FINANTARE ROMANIA,RCI,VS,PARC AMAT,"15,916.63 ?","18,500.00 ?",11/15/2024,STAR MOTOR SRL,,"4WD, SCAUNE INCALZITE, CAMERA MULTIVIEW, PACHET CONFORT 2",1115559,B117XPD,5.41%,"17,500.00 ?",4.9767 lei,"87,092.25 lei","73,186.76 lei","13,905.49 lei",2/3/2025,30453912,2/5/2025,STAR MOTOR SRL,BUNA,"INFUNDATURI USOARE GRINDINA CAPOTA+PLAFON, CARTE SERVICE 75322KM (07.2024)",18000,19202,16888,BUNA,05.11.2024/RS,500,28/05/2026,10/22/2025,218,13,36,CIV,,,11/28/2024,05.11.2024,#VALUE!,384,125
